tribunal_enc,tema_enc,taxa_vitoria_juiz,taxa_vitoria_tribunal,taxa_vitoria_tema,prec_norm,qualidade_provas,segundo_grau,label,numero_processo
12,559,0.8,0.7495151906916613,0.38333333333333336,1.0,1,0,1,00000090520208260634
12,323,1.0,0.7495151906916613,0.375,1.0,1,0,1,00000090920208260568
12,242,0.8333333333333334,0.7495151906916613,0.8235294117647058,1.0,1,0,1,00000091220248260263
12,337,1.0,0.7495151906916613,0.7647058823529411,1.0,1,0,1,00000092120218260100
12,278,1.0,0.7495151906916613,0.7230769230769231,1.0,1,0,1,00000092620228260281
12,1030,1.0,0.7495151906916613,0.8079268292682927,1.0,1,0,1,00000092620248260420
12,384,0.9285714285714286,0.7495151906916613,0.972972972972973,1.0,1,0,1,00000093220238260106
12,963,0.9803921568627451,0.7495151906916613,0.9523809523809523,1.0,1,0,1,00000093520208260042
12,447,0.3333333333333333,0.7495151906916613,0.6956521739130435,1.0,1,0,0,00000093820218260547
12,26,0.5,0.7495151906916613,0.710727969348659,1.0,1,0,1,00000094120238260491
12,1045,0.75,0.7495151906916613,1.0,1.0,1,0,1,00000096720218260505
12,424,0.8620689655172413,0.7495151906916613,0.46,0.9333333333333333,1,0,1,00000097120228260072
12,377,0.8333333333333334,0.7495151906916613,0.623721881390593,1.0,1,0,0,00000097520218260470
12,378,0.0,0.7495151906916613,0.3936651583710407,1.0,1,0,0,00000098820248260270
12,1042,1.0,0.7495151906916613,0.9629629629629629,1.0,1,0,1,00000099320238260312
12,96,1.0,0.7495151906916613,0.7434701492537313,1.0,1,0,1,00000099420218260593
12,1030,0.9803921568627451,0.7495151906916613,0.8079268292682927,0.7,1,0,1,00000099820218260042
12,817,0.5,0.7495151906916613,0.6153846153846154,0.9333333333333333,1,0,0,00000100420248260002
12,1030,1.0,0.7495151906916613,0.8079268292682927,1.0,1,0,1,00000101520238260624
12,1027,0.0,0.7495151906916613,0.3333333333333333,1.0,1,0,0,00000102120208260268
