numero_processo,tribunal,segmento,classe_codigo,classe_nome,assunto_codigo,assunto_nome,data_ajuizamento,valor_causa,grau,orgao_julgador,municipio_ibge,n_movimentos,label
00100018420225030092,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13769,Horas Extras,2022-01-04,0,G1,1ª Vara do Trabalho de Pedro Leopoldo,3149309,53,0
00100022420225030010,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13722,Reconhecimento de Relação de Emprego,2022-01-04,0,G1,10ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,64,0
00100035520225030027,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-04,0,G1,2ª Vara do Trabalho de Betim,3106705,113,0
00100017420225030160,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-05,0,G1,2ª Vara do Trabalho de Formiga,3126109,301,0
00100046320225030181,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-05,0,G1,43ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,47,0
00100031220225030009,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13716,CTPS,2022-01-06,0,G1,9ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,85,0
00100062320225030152,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-06,0,G1,3ª Vara do Trabalho de Uberaba,3170107,115,0
00100070820225030152,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-06,0,G1,3ª Vara do Trabalho de Uberaba,3170107,81,0
00100106020225030152,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-06,0,G1,3ª Vara do Trabalho de Uberaba,3170107,83,0
00100044120225030156,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-07,0,G1,Vara do Trabalho de Frutal,3127107,49,0
00100053020225030187,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-07,0,G1,2ª Vara do Trabalho de Ouro Preto,3146107,54,0
00100068120225030165,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-07,0,G1,2ª Vara do Trabalho de Nova Lima,3144805,68,0
00100114520225030152,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-07,0,G1,3ª Vara do Trabalho de Uberaba,3170107,92,0
00100136420225030168,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-07,0,G1,4ª Vara do Trabalho de Uberaba,3170107,103,0
00100153420225030168,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-07,0,G1,4ª Vara do Trabalho de Uberaba,3170107,96,0
00100193820225030082,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-07,0,G1,Vara do Trabalho de Monte Azul,3142908,97,0
00100055220225030018,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-08,0,G1,18ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,104,1
00100204920225030041,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-08,0,G1,1ª Vara do Trabalho de Uberaba,3170107,55,0
00100205620225030168,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-08,0,G1,4ª Vara do Trabalho de Uberaba,3170107,103,0
00100218920225030152,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-08,0,G1,3ª Vara do Trabalho de Uberaba,3170107,81,0
00100221920225030041,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13673,Rural,2022-01-08,0,G1,1ª Vara do Trabalho de Uberaba,3170107,68,0
00114027020215030087,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-08,0,G1,1ª Vara do Trabalho de Betim,3106705,65,0
00100084520225030070,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-09,0,G1,1ª Vara do Trabalho de Passos,3147907,241,1
00100071920225030019,TRT3,trabalho,156,Cumprimento de sentença,13787,Adicional de Horas Extras,2022-01-10,0,G1,19ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,109,0
00100112120225030160,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-10,0,G1,2ª Vara do Trabalho de Formiga,3126109,37,0
00100165120225030028,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-10,0,G1,3ª Vara do Trabalho de Betim,3106705,165,0
00112282020215030036,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13687,Intervalo Intrajornada,2022-01-10,0,G1,4ª Vara do Trabalho de Juiz de Fora,3136702,63,0
00114087720215030087,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-10,0,G1,4ª Vara do Trabalho de Betim,3106705,97,0
00114165420215030087,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-10,0,G1,1ª Vara do Trabalho de Betim,3106705,131,0
00114217620215030087,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-10,0,G1,5ª Vara do Trabalho de Betim,3106705,64,0
00100100720225030008,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13745,Anotação/Baixa/Retificação,2022-01-11,0,G1,8ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,106,0
00100207620225030129,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-11,0,G1,2ª Vara do Trabalho de Pouso Alegre,3152501,67,0
00114323720215030142,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-11,0,G1,3ª Vara do Trabalho de Betim,3106705,56,0
00114647620215030163,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-11,0,G1,5ª Vara do Trabalho de Betim,3106705,59,0
00100085520225030002,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13722,Reconhecimento de Relação de Emprego,2022-01-12,0,G1,2ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,406,1
00100120920225030062,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-12,0,G1,Vara do Trabalho de Itaúna,3133808,80,0
00100121520225030157,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-12,0,G1,Vara do Trabalho de Iturama,3134400,97,0
00100140820225030020,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13168,Extrajudicial ,2022-01-12,0,G1,20ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,270,0
00100161620225030169,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-12,0,G1,2ª Vara do Trabalho de Alfenas,3101607,138,0
00100166820225030087,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-12,0,G1,4ª Vara do Trabalho de Betim,3106705,59,0
00100190620225030028,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-12,0,G1,3ª Vara do Trabalho de Betim,3106705,146,0
00100195220225030142,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-12,0,G1,5ª Vara do Trabalho de Betim,3106705,70,0
00100203720225030142,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-12,0,G1,5ª Vara do Trabalho de Betim,3106705,64,0
00100217620225030027,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-12,0,G1,2ª Vara do Trabalho de Betim,3106705,84,0
00106766120215030034,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13741,Contrato de Experiência - Nulidade,2022-01-12,0,G1,Vara do Trabalho de Pirapora,3151206,97,0
00100123520225030021,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13765,Adicional Noturno,2022-01-13,0,G1,21ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,97,0
00100132520225030084,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-13,0,G1,Vara do Trabalho de Paracatu,3147006,67,0
00100139720225030157,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-13,0,G1,Vara do Trabalho de Iturama,3134400,45,0
00100156720225030157,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-13,0,G1,Vara do Trabalho de Iturama,3134400,69,0
00100174620225030057,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-01-13,0,G1,1ª Vara do Trabalho de Divinópolis,3122306,75,0
00100179720225030040,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13769,Horas Extras,2022-01-13,0,G1,2ª Vara do Trabalho de Sete Lagoas,3167202,129,0
00100205920225030167,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13722,Reconhecimento de Relação de Emprego,2022-01-13,0,G1,3ª Vara do Trabalho de Sete Lagoas,3167202,127,0
00100227520225030087,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-13,0,G1,4ª Vara do Trabalho de Betim,3106705,120,0
00100243120225030027,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-13,0,G1,2ª Vara do Trabalho de Betim,3106705,69,0
00100259320225030163,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-13,0,G1,2ª Vara do Trabalho de Betim,3106705,68,0
00100271820225030178,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-01-13,0,G1,3ª Vara do Trabalho de Pouso Alegre,3152501,149,0
00100376420225030145,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13749,Depósito/Diferenças,2022-01-13,0,G1,3ª Vara do Trabalho de Montes Claros,3143302,99,0
00100111820225030064,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-14,0,G1,1ª Vara do Trabalho de João Monlevade,3136207,69,0
00100222920225030167,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-14,0,G1,3ª Vara do Trabalho de Sete Lagoas,3167202,129,0
00100286820225030027,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-14,0,G1,2ª Vara do Trabalho de Betim,3106705,89,0
00100338720225030028,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-14,0,G1,3ª Vara do Trabalho de Betim,3106705,114,0
00114181320215030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-16,0,G1,2ª Vara do Trabalho de Betim,3106705,135,0
00114285720215030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-16,0,G1,1ª Vara do Trabalho de Betim,3106705,52,0
00114311220215030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-16,0,G1,1ª Vara do Trabalho de Betim,3106705,146,0
00114639120215030163,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-16,0,G1,6ª Vara do Trabalho de Betim,3106705,84,0
00100144620225030072,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13481,Multa Convencional ,2022-01-17,0,G1,Vara do Trabalho de Pirapora,3151206,55,0
00100214220225030103,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-17,0,G1,3ª Vara do Trabalho de Uberlândia,3170206,85,0
00100257920225030103,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13745,Anotação/Baixa/Retificação,2022-01-17,0,G1,3ª Vara do Trabalho de Uberlândia,3170206,97,0
00100301620225030099,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13772,Intervalo Intrajornada,2022-01-17,0,G1,2ª Vara do Trabalho de Governador Valadares,3127701,63,0
00100354020225030163,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-17,0,G1,1ª Vara do Trabalho de Betim,3106705,60,0
00100367720225030178,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-17,0,G1,3ª Vara do Trabalho de Pouso Alegre,3152501,113,0
00100384320225030050,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13722,Reconhecimento de Relação de Emprego,2022-01-17,0,G1,Vara do Trabalho de Bom Despacho,3107406,87,1
00100147020225030064,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,1ª Vara do Trabalho de João Monlevade,3136207,51,0
00100223320225030004,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,10655,Honorários Advocatícios,2022-01-18,0,G1,4ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,15,0
00100233520225030160,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13719,FGTS,2022-01-18,0,G1,2ª Vara do Trabalho de Formiga,3126109,71,0
00100348920225030087,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,4ª Vara do Trabalho de Betim,3106705,50,0
00100357420225030087,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,4ª Vara do Trabalho de Betim,3106705,82,0
00100364820225030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,2ª Vara do Trabalho de Betim,3106705,102,0
00100365920225030087,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,4ª Vara do Trabalho de Betim,3106705,77,0
00100373320225030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,1ª Vara do Trabalho de Betim,3106705,131,0
00100374420225030087,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,4ª Vara do Trabalho de Betim,3106705,58,0
00100381520225030027,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,2ª Vara do Trabalho de Betim,3106705,95,0
00100382920225030087,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,4ª Vara do Trabalho de Betim,3106705,143,0
00100390320225030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,1ª Vara do Trabalho de Betim,3106705,47,0
00100417020225030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,1ª Vara do Trabalho de Betim,3106705,63,0
00100431720225030163,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,3ª Vara do Trabalho de Betim,3106705,120,0
00100440220225030163,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,6ª Vara do Trabalho de Betim,3106705,131,0
00100466920225030163,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,6ª Vara do Trabalho de Betim,3106705,55,0
00100483920225030163,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,6ª Vara do Trabalho de Betim,3106705,134,0
00100492420225030163,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,6ª Vara do Trabalho de Betim,3106705,68,0
00100536120225030163,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-18,0,G1,6ª Vara do Trabalho de Betim,3106705,119,0
00100395520225030041,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13765,Adicional Noturno,2022-01-19,0,G1,1ª Vara do Trabalho de Uberaba,3170107,70,0
00100446520225030142,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-19,0,G1,5ª Vara do Trabalho de Betim,3106705,61,0
00100546020225030029,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-19,0,G1,1ª Vara do Trabalho de Contagem,3118601,53,0
00100170820225030102,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-20,0,G1,2ª Vara do Trabalho de João Monlevade,3136207,47,0
00100207720225030064,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-20,0,G1,1ª Vara do Trabalho de João Monlevade,3136207,61,0
00100217120225030061,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13700,Outras Categorias Profissionais,2022-01-20,0,G1,Vara do Trabalho de Itajubá,3132404,67,0
00100434020225030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-20,0,G1,6ª Vara do Trabalho de Betim,3106705,133,0
00100489120225030178,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-20,0,G1,3ª Vara do Trabalho de Pouso Alegre,3152501,62,0
00100504320225030087,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-20,0,G1,6ª Vara do Trabalho de Betim,3106705,102,0
00100546920225030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-20,0,G1,1ª Vara do Trabalho de Betim,3106705,84,0
00100589720225030029,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-20,0,G1,1ª Vara do Trabalho de Contagem,3118601,40,0
00100182520225030156,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-21,0,G1,Vara do Trabalho de Frutal,3127107,212,0
00100292420225030069,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-21,0,G1,2ª Vara do Trabalho de Ouro Preto,3146107,181,0
00100325620225030011,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-21,0,G1,11ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,66,0
00100332320225030114,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-21,0,G1,35ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,144,0
00100555420225030026,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-21,0,G1,3ª Vara do Trabalho de Betim,3106705,165,0
00100642920225030151,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13771,intervalo Interjonadas,2022-01-21,0,G1,Vara do Trabalho de São Sebastião do Paraíso,3164704,66,0
00100273920225030171,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-24,0,G1,2ª Vara do Trabalho de Itabira,3131703,65,0
00100342020225030013,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13719,FGTS,2022-01-24,0,G1,13ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,193,0
00100625720225030087,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-24,0,G1,4ª Vara do Trabalho de Betim,3106705,72,0
00100234720225030156,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13769,Horas Extras,2022-01-25,0,G1,Vara do Trabalho de Frutal,3127107,144,0
00100320820225030027,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-25,0,G1,6ª Vara do Trabalho de Betim,3106705,112,0
00100359320225030016,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13769,Horas Extras,2022-01-25,0,G1,16ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,119,1
00100373920225030024,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,10655,Honorários Advocatícios,2022-01-25,0,G1,24ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,89,0
00100421020225030041,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13100,Competência Territorial ,2022-01-25,0,G1,2ª Vara do Trabalho de Uberaba,3170107,215,0
00100605620225030065,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13719,FGTS,2022-01-25,0,G1,Vara do Trabalho de Lavras,3138203,148,1
00100693220225030028,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-25,0,G1,3ª Vara do Trabalho de Betim,3106705,71,0
00100278320225030027,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-26,0,G1,2ª Vara do Trabalho de Betim,3106705,86,0
00100300720225030102,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-26,0,G1,2ª Vara do Trabalho de João Monlevade,3136207,108,0
00100191420225030090,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13787,Adicional de Horas Extras,2022-01-27,0,G1,Vara do Trabalho de Guanhães,3128006,268,1
00100466320225030165,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,10655,Honorários Advocatícios,2022-01-27,0,G1,2ª Vara do Trabalho de Nova Lima,3144805,48,0
00100704220225030052,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13787,Adicional de Horas Extras,2022-01-27,0,G1,Vara do Trabalho de Cataguases,3115300,133,0
00100798220225030026,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-27,0,G1,1ª Vara do Trabalho de Betim,3106705,50,0
00100831920225030027,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-27,0,G1,2ª Vara do Trabalho de Betim,3106705,56,0
00100393720225030047,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,1ª Vara do Trabalho de Araguari,3103504,62,0
00100474320225030005,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13385,Contratuais ,2022-01-28,0,G1,5ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,267,1
00100477520225030059,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13722,Reconhecimento de Relação de Emprego,2022-01-28,0,G1,1ª Vara do Trabalho de Governador Valadares,3127701,64,0
00100512920225030022,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13765,Adicional Noturno,2022-01-28,0,G1,22ª VARA DO TRABALHO DE BELO HORIZONTE,3106200,111,0
00100587720225030165,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13769,Horas Extras,2022-01-28,0,G1,2ª Vara do Trabalho de Nova Lima,3144805,145,0
00100697220225030144,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,10655,Honorários Advocatícios,2022-01-28,0,G1,2ª Vara do Trabalho de Pedro Leopoldo,3149309,82,1
00100747120225030087,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13774,Sobreaviso/Prontidão/Tempo à Disposição,2022-01-28,0,G1,4ª Vara do Trabalho de Betim,3106705,161,0
00100755620225030087,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,4ª Vara do Trabalho de Betim,3106705,84,0
00100764120225030087,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,4ª Vara do Trabalho de Betim,3106705,50,0
00100799320225030087,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,4ª Vara do Trabalho de Betim,3106705,47,0
00100821420225030163,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,4ª Vara do Trabalho de Betim,3106705,109,0
00100849820225030028,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,3ª Vara do Trabalho de Betim,3106705,82,0
00100865120225030163,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,6ª Vara do Trabalho de Betim,3106705,62,0
00100870220225030142,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,5ª Vara do Trabalho de Betim,3106705,123,0
00100875320225030028,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,3ª Vara do Trabalho de Betim,3106705,163,0
00100875620225030027,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,2ª Vara do Trabalho de Betim,3106705,68,0
00100882120225030163,TRT3,trabalho,1125,Ação Trabalhista - Rito Sumaríssimo,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,6ª Vara do Trabalho de Betim,3106705,75,0
00100884420225030026,TRT3,trabalho,985,Ação Trabalhista - Rito Ordinário,13184,Honorários na Justiça do Trabalho ,2022-01-28,0,G1,1ª Vara do Trabalho de Betim,3106705,134,0
